group,names,scores,logfoldchanges,pvals,pvals_adj
0,Alg13,-0.9597324,,0.33718991252897146,0.3931831279306802
0,Rspo2,-0.9597324,,0.33718991252897146,0.3931831279306802
0,Dmp1,-0.9597324,,0.33718991252897146,0.3931831279306802
0,Chst15,-0.9637631,3.79044,0.33516469136686167,0.3915360836991309
0,Arhgap30,-0.96595615,,0.33406612138294023,0.39049070407993686
0,Ptpre,-0.96602964,,0.334029338073507,0.39049070407993686
0,Gorasp2,-0.96762234,-2.8405054,0.3332330077716156,0.38999247612831933
0,Pole2,-0.9705627,3.3391006,0.3317660813723402,0.38851287598703493
0,Brip1,-0.97070974,4.5622926,0.3316928447803206,0.38851287598703493
0,Fnip2,-0.9719839,,0.3310585654386061,0.3881585748904024
0,Spns2,-0.9721554,7.7893615,0.330973241632158,0.3881585748904024
0,Pdss1,-0.9724494,1.0110571,0.33082700534725873,0.3881585748904024
0,Nars2,-0.97623515,3.8458934,0.3289479477232493,0.38639290182933145
0,Ldlrad4,-0.98533803,,0.32445807051519293,0.3813526187477773
0,Magi3,-0.9854115,,0.32442197626291835,0.3813526187477773
0,Pole,-0.9854115,6.7925286,0.32442197626291835,0.3813526187477773
0,Klhl6,-0.9863916,,0.3239409693931138,0.3813526187477773
0,Mcm8,-0.9863916,,0.3239409693931138,0.3813526187477773
0,Rad51b,-0.9881681,3.0889208,0.3230703291543493,0.38088918880005385
0,Mthfr,-0.98968726,4.5579476,0.322326992941137,0.38024667413425206
0,Depdc5,-0.9925541,,0.32092728783213775,0.37882857806293596
0,Adcy7,-0.9925909,,0.32090936871620224,0.37882857806293596
0,Pcdh19,-0.9926154,,0.32089742300208723,0.37882857806293596
0,Dis3l2,-0.99712396,5.307568,0.3187043566961253,0.37690083392132767
0,Rnf144b,-0.99874115,,0.3179201103975372,0.37620546397041904
0,Soga1,-0.99883914,1.6017725,0.31787262099658786,0.37620546397041904
0,Nfatc2,-0.9997212,,0.31744542558842226,0.37610808458158557
0,Mvk,-1.009988,,0.3125010418532893,0.37047897169620014
0,Myo1d,-1.0104046,7.902861,0.31230151114557436,0.3704715327141498
0,Plcl1,-1.0119482,,0.31156280593402197,0.36982408605295364
0,Mastl,-1.0119728,,0.3115510897510624,0.36982408605295364
0,Kifc5b,-1.0120462,,0.31151594294527174,0.36982408605295364
0,Cd300c2,-1.0130509,,0.31103586530807714,0.36982408605295364
0,Kif13b,-1.016469,3.8733897,0.3094060877862225,0.36817595920930385
0,Unc45a,-1.0178412,,0.3087534302883529,0.3676275315917842
0,Slc16a9,-1.0192256,,0.3080958686231481,0.3670725793353479
0,Eif2ak4,-1.0237342,6.4719067,0.3059608550807418,0.36475557163543654
0,Ppp1r12b,-1.0239302,3.770644,0.30586825144189145,0.36475557163543654
0,Eldr,-1.0239302,4.2785316,0.30586825144189145,0.36475557163543654
0,Rnf157,-1.0252779,,0.3052321045184433,0.364566943527636
0,Sik1,-1.0263805,,0.3047122740120862,0.36417296089848455
0,Gm973,-1.0298599,7.5371537,0.3030757748605628,0.3624430819761066
0,Mturn,-1.0312076,,0.3024434923185323,0.36191271833622124
0,Ypel2,-1.032543,,0.3018178239479652,0.36138961181027435
0,Ctnnal1,-1.0370638,,0.29970613456326645,0.35908541247361364
0,Pdzd4,-1.0385585,,0.29901013365355944,0.3584755636109277
0,Arfgef3,-1.03873,,0.29893033374994327,0.3584755636109277
0,Zfp654,-1.0444636,,0.2962709164678796,0.3556364100619444
0,2700099C18Rik,-1.0446475,7.0920196,0.2961859413982474,0.3556364100619444
0,Ttll4,-1.0458603,,0.2956255150241297,0.3553066534804117
0,Rasgrp2,-1.0497563,,0.2938301634051339,0.35337040354306254
0,Fzd10os,-1.0503933,4.4443765,0.2935372810549576,0.3532397788966439
0,Rasgef1b,-1.0519125,,0.29283965993358185,0.3526216256863545
0,Utp20,-1.0573032,1.3093356,0.29037321814465344,0.34987143883299854
0,Ptgs2os2,-1.0591778,,0.2895188541162229,0.3490614109061631
0,Trp53i11,-1.0592635,,0.28947980610702506,0.3490614109061631
0,Rab28,-1.0651687,,0.2867996008040641,0.34621840978677004
0,Ccdc18,-1.0663693,,0.2862567190291275,0.3457808004907609
0,Gucy1a1,-1.0663693,,0.2862567190291275,0.3457808004907609
0,E130307A14Rik,-1.0693587,4.882223,0.28490807171944776,0.34458597696289045
0,Abcb7,-1.0724705,,0.2835087245146778,0.34310999046378615
0,Pde4dip,-1.0769056,4.9303627,0.2815224362815192,0.34092135840282517
0,Mitf,-1.0770036,8.330535,0.2814786473187689,0.34092135840282517
0,Slx4ip,-1.0858124,,0.2775619811060719,0.3365504856295634
0,Lmx1a,-1.0917054,,0.2749626084289688,0.3336096964293248
0,Cd36,-1.0930285,,0.2743812576643788,0.3331151810909526
0,Tmem208,-1.0969981,,0.2726422456025288,0.3312136785931861
0,Focad,-1.1033689,5.321531,0.26986703130286915,0.3280501578995562
0,Acot11,-1.1050105,,0.2691550310360473,0.3273922553909281
0,Akt2,-1.1050351,,0.2691444139415181,0.3273922553909281
